Mn,Ni,Mg,Ca,Fe,La,Y,In,J.uAcm2_0.80_fromCV,J.uAcm2_0.63_secondCA,J.uAcm2_0.63_initialCA
0,0.1,0.1,0.2,0,0.6,0,0,526.2357,2117.514286,812.9285714
0.1,0,0.2,0,0.1,0,0.6,0,606.5925,2117.304762,
0.4,0,0,0,0.6,0,0,0,580.65505,2116.342857,2936.095238
0.4,0.1,0,0.4,0.1,0,0,0,434.9385,2115.790476,2724.830952
0,0.8,0.1,0.1,0,0,0,0,744.919,2115.333333,1899.914286
0.6,0,0,0,0.2,0.2,0,0,660.6879925,2114.62619,1963.285714
0,0.4,0.1,0.1,0,0,0.4,0,698.6,2114.471429,1595.457143
0,0.1,0,0.1,0.6,0.2,0,0,622.4465,2114.133333,
0,0.1,0.7,0.1,0.1,0,0,0,768.2215,2111.580952,1288.100714
0,0.2,0.3,0.4,0,0,0.1,0,569.8054,2110.37619,
0.3,0.4,0,0,0.2,0.1,0,0,418.8672263,2109.6,2503.419524
0,0.1,0.1,0.2,0.6,0,0,0,598.47935,2105.547619,1232.692381
0.4,0,0.2,0,0.4,0,0,0,568.14205,2104.209524,2714.061905
0.2,0,0.2,0,0.1,0.5,0,0,669.1675,2103.114286,1977.190476
0.2,0.2,0.5,0,0.1,0,0,0,399.351675,2100.590476,1211.775952
0.1,0,0,0.1,0.7,0.1,0,0,601.200885,2100.352381,854.2771429
0.5,0.3,0.1,0.1,0,0,0,0,726.6520325,2099.514286,2944.066667
0,0.1,0.1,0,0.5,0.3,0,0,730.0875,2099.009524,909.1428571
0.4,0.1,0,0.2,0.3,0,0,0,740.21875,2098.861905,2313.747619
0.4,0.3,0.1,0.2,0,0,0,0,774.31375,2097.438095,1666.333333
0.7,0.1,0,0,0.1,0,0.1,0,683.6009,2096.32619,2333.602381
0.3,0.1,0,0.1,0.5,0,0,0,444.149575,2096.080952,3573.52381
0.4,0.4,0.1,0,0.1,0,0,0,614.7325,2095.607143,2581.519048
0.6,0.3,0,0,0.1,0,0,0,458.208,2094.604762,2118.171429
0.3,0.3,0,0,0.4,0,0,0,579.604,2088.640476,2992.633333
0.4,0.1,0.2,0,0.3,0,0,0,945.9921,2088.028571,
0.6,0.2,0.2,0,0,0,0,0,557.8615,2087.461905,2891.011905
0.4,0.2,0.1,0,0.3,0,0,0,591.350875,2085.614286,3404.333333
0.4,0,0.4,0.2,0,0,0,0,455.8417,2084.471429,2035.933333
0.4,0.1,0.1,0,0.4,0,0,0,527.1403,2079.8,2357.890476
0.4,0.3,0,0,0.2,0.1,0,0,575.17875,2079.660952,2575.907143
0.2,0.2,0.3,0,0.3,0,0,0,550.190075,2076.800476,1958.854762
0,0.6,0,0.1,0.2,0.1,0,0,460.58565,2076.32381,1361.614286
0.4,0,0.1,0.1,0.4,0,0,0,645.72585,2075.909524,3845.104762
0.2,0,0.1,0.3,0,0,0.4,0,662.0875,2071.295238,
0.4,0,0.3,0,0.1,0,0.2,0,639.4085,2070.019048,2679.909524
0.5,0.2,0,0,0.2,0.1,0,0,630.822,2069.559524,2063.87381
0.4,0.2,0.3,0.1,0,0,0,0,538.8085,2069.538095,2805.061905
0,0.1,0.3,0.1,0,0,0.5,0,,2067.228571,1441.985714
0.2,0,0.1,0,0,0.7,0,0,520.72025,2063.661905,638.3664286
0.1,0,0.4,0,0.1,0.4,0,0,610.447,2059.590476,1283.680952
0.1,0.5,0,0.1,0.3,0,0,0,566.303,2057.961905,1331.361905
0.1,0.4,0,0,0.2,0,0.3,0,640.3685,2057.009524,1198.990476
0.7,0,0.2,0,0,0,0.1,0,696.1945,2055.871429,2189.12381
0.1,0.4,0,0.3,0.2,0,0,0,844.767,2055.219048,1298.457143
0,0.3,0.2,0.3,0.2,0,0,0,493.3545,2053.542143,861.7309524
0.6,0.2,0,0.2,0,0,0,0,570.8505,2053.311905,2633.633333
0.4,0.1,0,0,0.3,0,0.2,0,529.42725,2047.9,2551.22381
0,0.1,0.4,0.3,0.2,0,0,0,717.31485,2046.733333,964.2504762
0.5,0.1,0,0.1,0,0.3,0,0,562.59428,2043.442857,1429.402381
0,0.1,0,0.2,0.4,0,0.3,0,526.3474,2042.828571,620.4804762
0.1,0,0.3,0.1,0,0,0.5,0,809.7695,2041.7,1267.833333
0,0.4,0.1,0,0.3,0.2,0,0,567.4165,2037.961905,1357.261905
0,0.5,0.3,0.1,0.1,0,0,0,531.771775,2036.766667,910.9004762
0.2,0.2,0,0,0.3,0.3,0,0,587.58075,2035.489286,874.405
0.6,0.2,0,0.1,0,0,0.1,0,888.1925,2035.024286,1227.22381
0,0.1,0.4,0,0.2,0,0.3,0,536.8564,2034.142857,817.6509524
0,0.4,0.1,0,0.2,0,0.3,0,750.988,2034.090476,1509.904762
0,0.2,0.2,0,0.6,0,0,0,518.0889,2033.604762,1190.347619
0.6,0,0,0,0.1,0.3,0,0,667.29955,2032.464286,1721.669048
0.2,0.5,0,0.1,0.2,0,0,0,530.243645,2032.371429,2319.061905
0.4,0.4,0,0.2,0,0,0,0,642.376085,2031.552619,
0.4,0.5,0.1,0,0,0,0,0,358.78685,2030.25,1673.164286
0.7,0.1,0,0.1,0,0,0.1,0,1164.7125,2027.452381,2083.269048
0,0.4,0.1,0.3,0,0.2,0,0,747.8986,2024.680952,1126.566667
0.2,0.4,0,0,0.3,0.1,0,0,514.694325,2024.678571,1593.475
0,0.3,0.1,0.1,0,0.5,0,0,605.11375,2023.314286,634.9952381
0.3,0,0.2,0,0.4,0.1,0,0,582.47179,2023.309524,2704.533333
0.2,0,0.2,0.3,0,0.3,0,0,685.749,2022.280952,1656.328571
0.4,0.4,0,0,0.1,0,0.1,0,471.008,2019.638095,1883.214286
0.2,0.3,0.1,0,0.4,0,0,0,497.40985,2019.333333,2194.842857
0.7,0.1,0.2,0,0,0,0,0,409.9900725,2018.509524,2156.62381
0.3,0,0.1,0,0.2,0.4,0,0,569.86885,2018.347619,1299.680952
0.1,0.4,0,0.3,0,0.2,0,0,963.959,2017.997143,249.9361905
0.5,0,0.3,0.1,0,0.1,0,0,607.994,2016.919048,2706.990476
0.3,0.1,0.4,0.2,0,0,0,0,928.867775,2015.114286,1562.87619
0,0.3,0.3,0,0.4,0,0,0,447.47475,2014.195238,1134.652381
0.1,0,0.5,0,0.3,0.1,0,0,565.0035,2010.057143,1570.228571
0.1,0,0.2,0.2,0,0,0.5,0,788.3655,2009.171429,2067.861905
0.2,0.4,0,0,0.1,0.3,0,0,421.88991,2005.450238,1080.02619
0.2,0.7,0,0.1,0,0,0,0,418.8295,2004.395238,1332.609524
0.8,0.1,0,0.1,0,0,0,0,477.299,2004.061905,2330.959524
0,0.1,0.1,0,0.7,0.1,0,0,720.465675,2001.3,193.7761905
0,0.5,0.2,0.1,0,0.2,0,0,505.5765,2001.004762,
0.4,0.3,0.1,0,0,0.2,0,0,505.1340525,2000.5,1867.008095
0.4,0,0.1,0,0.5,0,0,0,442.6235,1996.671429,2445.569048
0.2,0.2,0,0,0.3,0,0,0.3,,1993.7,702.6161905
0.4,0,0,0.4,0,0.2,0,0,,1992.94119,1067.549524
0.4,0.1,0.3,0.2,0,0,0,0,,1992.061905,2034.233333
0.1,0,0,0.1,0.5,0,0,0.3,360.2696,1990.966667,
0.8,0,0.1,0.1,0,0,0,0,789.9215,1990.257143,3112.809524
0.6,0,0,0,0.1,0,0.3,0,578.00365,1990.119048,1604.114286
0.3,0.6,0.1,0,0,0,0,0,323.018,1989.62381,2743.7
0.4,0.2,0,0,0.2,0.2,0,0,,1988.166667,
0,0.1,0,0.7,0,0.2,0,0,685.05365,1986.990476,1170.145714
0.5,0.3,0,0.1,0,0.1,0,0,788.6565,1986.851667,1908.578571
0.4,0.1,0,0.5,0,0,0,0,508.13375,1985.011905,1936.347619
0.3,0,0.1,0.2,0.4,0,0,0,619.407,1984.735714,3126.288095
0.1,0.1,0.3,0.5,0,0,0,0,735.779275,1984.266667,1344.404762
0.2,0.3,0,0.4,0,0.1,0,0,883.6725,1981.939524,837.1147619
0,0.2,0.4,0.1,0,0,0.3,0,587.84125,1980.57619,1621.180952
0.1,0,0.2,0.6,0,0.1,0,0,734.495,1979.290476,1605.071429
0.4,0,0.3,0.2,0,0,0.1,0,1065.7075,1979.171429,1055.438571
0.6,0.1,0,0.2,0,0.1,0,0,1054.8355,1977.580476,1465.1
0.3,0.3,0,0.3,0.1,0,0,0,573.139002,1976.67381,1678.630952
0.6,0.1,0,0,0.2,0,0.1,0,492.241535,1975.466667,1388.904762
0.4,0,0,0.5,0.1,0,0,0,503.9353595,1974.547619,3126.633333
0.7,0,0,0.1,0.1,0,0.1,0,751.718,1974.285714,
0.5,0,0,0.4,0.1,0,0,0,673.0215,1974.07619,3563.52381
0.3,0,0.1,0.2,0,0.4,0,0,539.247,1973.871429,471.8380952
0.8,0,0.1,0,0,0.1,0,0,,1972.638095,2091.809524
0,0.1,0,0.7,0.1,0.1,0,0,589.361,1972.071429,1309.904762
0.5,0.1,0,0.3,0,0.1,0,0,1060.53885,1971.742381,1735.847619
0.1,0.3,0,0,0.2,0,0.4,0,471.9230225,1971.642857,1298.495238
0.6,0.1,0,0.1,0,0,0.2,0,796.0955,1970.909524,1067.090952
0.1,0.5,0,0.2,0,0.2,0,0,954.531955,1969.110714,1719.901905
0.3,0.2,0,0,0.2,0.3,0,0,472.62975,1968.691667,1723.055
0.6,0,0.2,0,0,0.2,0,0,630.83825,1966.192857,1842.337857
0.3,0,0.4,0,0.1,0.2,0,0,690.8994,1965.790476,2665.061905
0.2,0.7,0,0,0.1,0,0,0,527.7857,1965.319048,1557.578571
0.5,0.2,0,0.2,0,0.1,0,0,607.911615,1964.261429,2060.433333
0.4,0,0.2,0,0.3,0,0.1,0,649.5425,1963.352381,2918.97619
0.4,0,0,0.4,0.2,0,0,0,496.533,1963.090476,1940.32381
0.4,0.4,0,0.1,0.1,0,0,0,543.55265,1960.409524,2216.028571
0,0.2,0.1,0,0,0.7,0,0,818.5017,1957.800476,995.0928571
0.2,0,0.4,0.4,0,0,0,0,608.8255,1957.785714,2828.557143
0.3,0.4,0.2,0.1,0,0,0,0,420.516,1956.209524,1747.980952
0,0.1,0.2,0,0.3,0.4,0,0,555.5958,1954.780952,1698.733333
0.2,0,0.1,0.3,0,0.4,0,0,630.439,1953.780952,1760.8
0.1,0.4,0,0.2,0.3,0,0,0,576.40773,1953.37619,2524.638095
0.2,0,0,0.2,0.3,0.3,0,0,621.7115,1952.242857,1424.852381
0.2,0.5,0,0,0.3,0,0,0,503.706,1949.680952,1624.040476
0.2,0.4,0.2,0,0.2,0,0,0,512.842994,1949.1,
0.5,0.2,0,0.1,0.2,0,0,0,440.2345,1942.214286,3187.980952
0.2,0,0.6,0.1,0,0.1,0,0,622.36,1941.566667,1058.944286
0.7,0,0.2,0,0.1,0,0,0,522.485,1938.742857,3500.857143
0.2,0.4,0,0.2,0.2,0,0,0,432.53951,1936.430952,
0.5,0,0.3,0.2,0,0,0,0,554.118,1935.328571,3480.216667
0,0.1,0.6,0,0,0.3,0,0,653.754,1934.152381,366.1
0.2,0.6,0,0.1,0.1,0,0,0,445.8515105,1933.761905,1445.009524
0.2,0.1,0.3,0.4,0,0,0,0,574.980775,1931.988095,1387.071429
0.5,0,0.1,0.2,0.2,0,0,0,541.7595,1931.047619,2270.454762
0,0.4,0.2,0,0.2,0.2,0,0,557.455035,1929.742857,862.8638095
0.8,0.1,0.1,0,0,0,0,0,562.216,1929.580952,2096.133333
0,0.1,0.2,0,0.2,0.5,0,0,648.195,1926.447619,634.2914286
0.1,0,0.2,0,0.5,0.2,0,0,455.4127,1926.414286,1626.595238
0,0.5,0.3,0.1,0,0.1,0,0,497.28485,1922.828571,647.1542857
0.3,0.4,0,0.1,0.2,0,0,0,584.937,1919.77619,2342.771429
0.8,0,0,0,0.2,0,0,0,712.8785,1919.566667,2862.185714
0.1,0.1,0,0.1,0.7,0,0,0,725.6655,1919.152381,1512.238095
0.2,0.3,0,0.3,0.2,0,0,0,361.97595,1917.814286,
0,0.2,0.1,0.1,0,0.6,0,0,575.867545,1917.542857,341.0919048
0.2,0.2,0,0.1,0.5,0,0,0,435.9269,1917.395238,2634.790476
0.3,0,0.5,0.2,0,0,0,0,555.1002,1916.87619,1389.780952
0.4,0,0.1,0,0.3,0.2,0,0,513.573,1912.938095,1793.961905
0,0.1,0,0.5,0.1,0.3,0,0,600.2115,1911.138095,967.9357143
0.2,0.5,0,0,0.2,0.1,0,0,625.30064,1910.27619,928.547619
0.3,0,0,0.2,0.3,0.2,0,0,535.139,1909.795238,
0.2,0.1,0,0,0.5,0,0.2,0,362.1635,1908.657143,1198.861905
0.1,0.5,0.2,0,0.2,0,0,0,518.1178,1907.719048,1053.889048
0.3,0.2,0,0.4,0,0.1,0,0,877.4135,1907.470714,696.1854762
0.6,0.1,0.3,0,0,0,0,0,420.41625,1906.552381,2143.714286
0.5,0.3,0,0.2,0,0,0,0,520.969,1905.690476,1941.335714
0,0.1,0.1,0.2,0,0,0.6,0,572.363,1901.338095,1867.909524
0.7,0,0.1,0,0.2,0,0,0,491.1405,1900.02381,2817.119048
0.5,0.1,0.2,0,0,0,0.2,0,602.739,1899.502143,1704.100238
0.3,0.3,0.1,0,0.3,0,0,0,463.522,1897.852381,2999.961905
0.3,0.4,0.2,0,0.1,0,0,0,581.027725,1897.392857,1586.163333
0.3,0,0,0.1,0.1,0,0.5,0,,1896.014286,1885.442857
0.4,0,0.3,0,0.1,0.2,0,0,558.8305,1894.628571,3474.095238
0,0.3,0.3,0.2,0.2,0,0,0,361.494545,1894.285714,694.2947619
0.6,0,0,0.1,0.3,0,0,0,551.00745,1893.414286,3247.914286
0.7,0,0,0,0.1,0.1,0.1,0,454.7513335,1892.785714,
0.2,0,0.4,0.3,0,0,0.1,0,,1892.566667,1019.485714
0.1,0.1,0,0,0.3,0.5,0,0,487.6435575,1892.185238,671.0840476
0.2,0,0.1,0.3,0.4,0,0,0,507.87085,1891.37619,2032.552381
0,0.3,0.5,0.1,0,0.1,0,0,711.08,1890.909524,1598.185714
0.3,0,0.1,0.3,0.3,0,0,0,642.3736875,1890.07619,1539.114286
0.3,0.2,0,0.1,0,0.4,0,0,894.3055,1889.964286,1174.003571
0.2,0,0,0.5,0.1,0,0.2,0,556.56,1889.538095,1528.947619
0.8,0,0.1,0,0,0,0.1,0,1094.847,1889.111905,3248.847619
0.4,0,0,0,0.3,0.2,0,0.1,378.726,1888.966667,1287.57619
0,0.2,0.3,0,0.3,0.2,0,0,499.66605,1883.780952,1752.885714
0.2,0,0.4,0.1,0,0,0.3,0,826.6665,1883.685714,872.6285714
0.2,0,0.4,0,0.1,0.3,0,0,374.66127,1883.457143,684.7166667
0.4,0.3,0.2,0,0,0.1,0,0,583.042,1881.69119,2415.842857
0.6,0,0.2,0,0.1,0.1,0,0,569.2825,1881.5,2525.395238
0.8,0.2,0,0,0,0,0,0,495.2495,1880.185714,1882.15
0.3,0.2,0,0,0.2,0,0.3,0,368.264,1877.742857,3083.2
0.1,0,0.2,0.4,0,0,0.3,0,531.092,1875.847619,864.5257143
0.5,0.2,0.2,0.1,0,0,0,0,569.664,1874.9,1934.657143
0.5,0.3,0.1,0,0,0,0.1,0,925.846,1874.513571,2535.215952
0.1,0,0.1,0,0.7,0,0.1,0,463.106425,1870.204762,884.3661905
0.5,0.1,0,0.1,0,0,0.3,0,477.66897,1870.114286,1685.52381
0.5,0.1,0,0,0.2,0,0.2,0,530.1025,1868.469048,1844.207143
0.6,0.1,0.2,0,0,0,0.1,0,880.83,1868.104762,4361.895238
0.4,0,0,0,0.3,0.1,0,0.2,342.089,1867.733333,1073.152857
0,0.2,0,0,0.1,0,0.7,0,562.84285,1865.028571,765.1604762
0.2,0.1,0.5,0.2,0,0,0,0,504.88,1864.12381,1934.971429
0.3,0.1,0.4,0,0.2,0,0,0,581.550275,1863.778571,
0.3,0.2,0,0,0.4,0,0.1,0,544.127875,1863.211905,2490.216667
0.1,0.2,0,0.6,0.1,0,0,0,420.9302875,1862.619048,1440.495238
0.1,0,0.4,0.3,0.2,0,0,0,398.35145,1861.747619,1521.114286
0.2,0,0,0,0.1,0.7,0,0,433.1979825,1861.639762,1017.585714
0.6,0,0,0.3,0,0.1,0,0,1244.1,1861.626429,2128.961905
0.2,0.2,0,0.3,0.3,0,0,0,460.7819,1861.535952,1722.016667
0.3,0,0.4,0.1,0.2,0,0,0,425.689,1861.185714,1030.880476
0.1,0.1,0,0,0.4,0,0.4,0,572.6416175,1860.516667,1043.438571
0.3,0,0.1,0,0.3,0,0.3,0,568.7375,1860.314286,1841.485714
0.3,0.3,0,0,0.3,0.1,0,0,803.69,1858.442143,745.3147619
0,0,0.5,0.4,0.1,0,0,0,360.3935,1858.061905,789.0857143
0.3,0.2,0,0.3,0,0.2,0,0,815.41915,1857.962143,1194.775238
0.2,0,0,0.2,0.2,0.4,0,0,572.47005,1857.233333,837.2685714
0,0.1,0.2,0.4,0,0.3,0,0,492.65095,1857.152381,
0,0.7,0.1,0.1,0,0.1,0,0,535.02005,1856.295238,1210.852381
0.2,0,0.3,0,0.3,0.2,0,0,444.73567,1855.514286,2193.104762
0,0.3,0.1,0,0.2,0,0.4,0,608.50405,1853.357143,698.3366667
0,0.5,0,0,0.4,0,0.1,0,,1852.380952,289.6114286
0.4,0.2,0,0.3,0,0,0.1,0,854.6126,1852.190952,1516.866667
0.3,0.1,0,0,0.3,0,0.3,0,458.607213,1850.835714,1937.494286
0.3,0,0,0,0.3,0,0.3,0.1,,1850.414286,767.3552381
0.1,0,0.3,0,0.3,0,0.3,0,,1848.82381,
0.3,0.4,0,0,0.2,0,0.1,0,424.2048575,1844.77381,2459.554762
0,0.1,0,0.3,0.3,0,0.3,0,580.88035,1843.82381,1886.557143
0.3,0.3,0,0,0.1,0,0.3,0,416.30999,1843.619048,1594.803095
0.4,0,0.5,0,0,0,0.1,0,412.223,1843.311905,1681.76119
0.6,0,0.3,0,0,0,0.1,0,577.70175,1843.12619,2958.833333
0.5,0,0,0,0.3,0.1,0,0.1,476.73165,1842.357143,1326.490476
0.5,0.1,0,0.1,0.3,0,0,0,685.647,1840.585714,3826.509524
0.3,0,0.2,0.3,0.2,0,0,0,356.8471905,1840.261905,1485.990476
0.5,0,0.1,0.3,0.1,0,0,0,589.8295,1839.419048,2550.142857
0.1,0.5,0,0,0.3,0.1,0,0,484.7944,1839.240714,573.0166667
0.2,0.4,0,0,0.2,0.2,0,0,407.172025,1837.690476,2044.446429
0.4,0,0.3,0.1,0,0.2,0,0,465.12805,1836.919048,1025.09
0.1,0,0.3,0.1,0.5,0,0,0,306.9612,1834.728571,
0.2,0,0,0.4,0.1,0,0.3,0,826.8405,1833.67619,1062.987619
0.5,0,0,0,0.3,0,0.2,0,575.366,1833.330952,1975.75
0.1,0.3,0,0.4,0.2,0,0,0,460.2923705,1833.22381,1629.338095
0.1,0,0.1,0.6,0,0.2,0,0,503.058,1832.371429,2133.204762
0.1,0.3,0,0,0.3,0.3,0,0,641.4468,1832.32381,1744.828571
0.5,0,0.1,0,0.3,0,0.1,0,532.1719,1831.209524,2543.452381
0.4,0.1,0,0.4,0,0.1,0,0,757.1585,1830.369048,2312.459524
0.7,0,0.3,0,0,0,0,0,478.12625,1830.357143,2234.866667
0.5,0,0.3,0,0.1,0,0,0.1,,1829.195238,1535.471429
0.2,0,0.2,0,0.4,0.2,0,0,485.8425,1828.404762,1521.233333
0.1,0,0.1,0.8,0,0,0,0,621.27832,1828.35,1244.7
0.7,0,0.1,0,0.1,0,0.1,0,842.585,1828.3,3077.733333
0.4,0.2,0,0.2,0.2,0,0,0,470.144,1828.195238,2045.857143
0.1,0,0,0.2,0.3,0,0.4,0,663.574,1827.166667,1645.690476
0,0.5,0,0,0.1,0.4,0,0,444.42125,1826.772619,682.2511905
0.2,0,0.1,0.5,0,0.2,0,0,434.76795,1826.009524,1229.180952
0,0.2,0.2,0.1,0.5,0,0,0,654.636395,1825.980952,1058.048095
0,0.6,0.1,0.1,0,0.2,0,0,501.294015,1825.809524,
0,0.1,0,0.2,0.2,0.5,0,0,520.0162,1825.380952,827.567619
0.3,0.1,0.2,0.4,0,0,0,0,617.695,1825.314286,1247.471429
0,0.4,0.1,0.1,0.4,0,0,0,844.177,1824.12381,416.0045238
0.7,0,0,0.3,0,0,0,0,1192.052,1823.371429,3083.7
0.3,0.5,0.2,0,0,0,0,0,406.131125,1822.704762,1923.092857
0.3,0,0.1,0.6,0,0,0,0,461.115555,1822.395238,2709.940476
0.3,0.3,0,0.2,0.2,0,0,0,311.822,1820.252381,2211.916667
0.4,0,0,0.1,0.4,0,0,0.1,520.0445,1817.6,1552.104762
0,0.4,0,0,0.5,0,0.1,0,538.18175,1817.530952,981.8683333
0.1,0,0,0.1,0.6,0,0,0.2,389.55575,1816.657143,895.1414286
0.4,0,0,0.3,0.3,0,0,0,584.105,1816.366667,2034.271429
0.5,0,0,0.4,0,0.1,0,0,670.8165,1814.478571,2746.009524
0.2,0.3,0.4,0.1,0,0,0,0,364.908,1812.87619,1813.87619
0.3,0,0,0.4,0.1,0,0.2,0,717.454,1812.133333,1975.790476
0.5,0.1,0,0,0.3,0,0.1,0,977.9655,1811.635,3112.616667
0.7,0.1,0,0,0.1,0,0,0.1,438.78825,1810.830952,1960.616667
0.6,0,0,0,0.4,0,0,0,505.5162,1810.228571,3445.152381
0.8,0.1,0,0,0,0,0.1,0,1022.941,1809.5,2731.295238
0.3,0,0.1,0.3,0,0,0,0.3,,1808.461905,949.1271429
0.1,0,0,0.5,0.4,0,0,0,478.266,1807.17619,736.1738095
0.5,0.1,0.1,0.3,0,0,0,0,621.831,1806.55,2469.019048
0.6,0.1,0.2,0,0.1,0,0,0,464.498575,1806.497619,2725.090476
0.3,0,0,0.5,0.1,0,0.1,0,,1806.209524,1494.32381
0.7,0.1,0,0.1,0,0.1,0,0,893.0622,1803.92381,2178.404762
0.5,0,0,0,0.2,0.2,0.1,0,404.91515,1803.771429,947.1804762
0.4,0,0.1,0.5,0,0,0,0,653.6295,1803.12381,2286.497619
0.3,0.4,0.1,0,0,0,0.2,0,535.355875,1802.347381,1759.195
0.2,0,0,0.1,0.1,0.6,0,0,497.946465,1798.652381,354.8671429
0.2,0,0.1,0.5,0.2,0,0,0,422.4914405,1796.142857,1858.657143
0,0.3,0,0,0.5,0,0.2,0,648.3899,1796.080952,269.962381
0.3,0,0,0,0.3,0.4,0,0,495.755475,1796.033333,764.29
0.1,0,0,0.2,0.6,0,0.1,0,827.811095,1794.652381,1184.866667
0.1,0,0,0.3,0.2,0,0.4,0,700.935,1794.638095,451.9752381
0.2,0.3,0,0,0.3,0.2,0,0,439.4142,1791.361905,1546.174286
0,0.3,0.5,0.1,0.1,0,0,0,485.4665975,1791.321429,694.7140476
0.1,0.7,0,0,0.1,0.1,0,0,496.414175,1791.15,1573.071667
0.2,0.5,0.1,0,0,0.2,0,0,403.18005,1788.188095,933.4964286
0,0.4,0,0,0.4,0,0.2,0,602.3434,1787.485714,320.5195238
0.7,0.2,0,0,0,0.1,0,0,434.112,1786.928571,1720.571429
0.5,0.4,0,0,0.1,0,0,0,380.95685,1785.92381,2522.797619
0.5,0,0.2,0.1,0,0.2,0,0,556.1836,1784.685714,2342.87619
0.1,0.4,0.2,0.3,0,0,0,0,339.4608925,1783.657143,999.2728571
0.3,0.1,0,0,0.3,0.3,0,0,512.473,1783.597857,941.905
0,0.1,0.3,0.4,0,0.2,0,0,713.0445,1783.066667,1247.342857
0.3,0,0,0.2,0.2,0,0.3,0,642.2355,1781.109524,1511.952381
0,0.1,0,0.3,0.1,0,0,0.5,,1779.352381,706.3985714
0.5,0.2,0.3,0,0,0,0,0,467.927825,1778.697619,2445.483333
0.4,0,0.2,0,0,0,0.4,0,697.195,1777.180952,1318.7
0,0.1,0,0.3,0.3,0.3,0,0,482.5379,1776.3,730.2247619
0,0.2,0.1,0.6,0.1,0,0,0,681.6925,1776.133333,1292.619048
0.5,0,0.1,0,0,0.4,0,0,457.3589,1775.576667,1389.235476
0.3,0.4,0.3,0,0,0,0,0,346.30175,1774.633333,1734.414286
0.4,0.4,0,0,0.1,0.1,0,0,484.410535,1774.245238,2377.75
0.1,0.1,0,0.7,0.1,0,0,0,553.4835,1773.35,1458.566667
0.2,0,0.3,0.2,0,0.3,0,0,526.3415,1768.347619,966.7219048
0.2,0.4,0.2,0.2,0,0,0,0,573.023125,1765.528571,2524.680952
0,0.8,0.1,0,0.1,0,0,0,124.349775,1764.437143,504.7157143
0.4,0,0.2,0.1,0.3,0,0,0,612.988,1763.961905,3153.504762
0.5,0,0,0.3,0.1,0,0.1,0,438.8315,1762.142857,3333.242857
0,0.2,0,0.3,0.4,0,0,0.1,,1761.904762,856.8119048
0.2,0.6,0.1,0,0.1,0,0,0,437.692075,1761.812381,1892.38881
0.1,0.2,0,0,0.4,0.3,0,0,119.65515,1760.621905,849.53
0.6,0,0.2,0.2,0,0,0,0,422.6953,1760.233333,3242.814286
0.2,0.4,0,0,0.2,0,0,0.2,,1759.957143,
0.4,0,0,0.1,0.2,0.3,0,0,550.34815,1759.680952,2106.819048
0.1,0,0.3,0,0.6,0,0,0,372.243,1758.652381,895.7261905
0.1,0,0,0,0.7,0,0.1,0.1,333.6875,1758.161905,744.5457143
0,0.5,0.2,0.2,0.1,0,0,0,546.827175,1757.4,764.9978571
0,0.2,0.2,0,0.5,0.1,0,0,426.87076,1757.357143,1033.365238
0.3,0.1,0.1,0,0.5,0,0,0,484.3895,1757.309524,1986.938095
0.3,0.6,0,0,0,0,0.1,0,447.34,1755.814286,1270.716667
0.8,0,0,0.2,0,0,0,0,415.565,1754.866667,3091.752381
0,0.5,0,0.4,0,0.1,0,0,691.0615,1754.572143,1044.423571
0,0.1,0.6,0,0.3,0,0,0,788.63465,1754.359048,1521.180952
0.7,0,0,0,0.1,0.1,0,0.1,542.4535,1754.347619,1890.595238
0.5,0.1,0,0.3,0,0,0,0.1,328.0652,1753.52381,1263.587143
0.6,0,0,0.1,0.2,0,0,0.1,482.1945,1753.466667,1465.842857
0.3,0,0.4,0,0.2,0,0.1,0,410.3775,1753.252381,1215.309524
0.6,0,0.1,0,0,0,0.3,0,559.527925,1753.190476,2240.31619
0,0.1,0.6,0.2,0.1,0,0,0,605.201475,1752.952381,691.5814286
0.4,0.2,0,0.1,0,0,0.3,0,843.908,1752.813095,534.8304762
0,0.1,0.1,0.3,0,0,0.5,0,452.767475,1751.795238,
0.2,0,0,0.1,0.5,0,0.2,0,607.88,1749.128571,739.5571429
0.4,0,0,0.4,0.1,0,0.1,0,540.701,1747.747619,2271.857143
0.4,0,0.3,0.2,0,0.1,0,0,555.4415,1747.62381,1325.552381
0.2,0.2,0.3,0.3,0,0,0,0,473.67775,1747.104286,1541.039524
0.1,0,0.1,0,0.5,0.3,0,0,210.158295,1746.557143,1334.266667
0.3,0,0.1,0.1,0,0,0,0.5,,1745.552381,
0.4,0,0.3,0.1,0.2,0,0,0,440.751,1745.457143,
0.5,0.4,0,0,0,0.1,0,0,426.89265,1745.414286,1301.919048
0,0.1,0.3,0.3,0,0.3,0,0,583.741,1744,670.3228571
0.1,0,0,0,0.7,0.2,0,0,403.931365,1743.080952,1812.704762
0.5,0,0,0,0.4,0,0.1,0,544.11105,1741.52381,2169.519048
0.2,0,0.2,0,0.3,0.3,0,0,418.43,1739.504762,574.6680952
0.3,0.4,0,0.2,0,0.1,0,0,870.8125,1739.148095,1314.682143
0,0.5,0.3,0.1,0,0,0.1,0,,1738.67619,838.5109524
0.3,0,0,0,0.4,0,0.1,0.2,437.229,1738.42381,1024.36619
0.2,0,0.3,0,0.4,0.1,0,0,479.03375,1736.952381,895.8614286
